,id,carat,depth,table,price,cut_num,color_num,clarity_num
18637,18637,0.36,62.0,54.0,887,4,6,3
18638,18638,0.51,61.4,57.0,1716,4,7,5
18639,18639,1.01,61.1,59.0,4242,5,3,7
18640,18640,1.44,63.6,58.0,9677,2,4,4
18641,18641,0.75,60.0,57.0,2329,5,2,5
18642,18642,1.02,59.8,61.0,6785,3,7,5
18643,18643,0.24,61.3,57.0,449,3,3,3
18644,18644,0.51,63.1,58.0,2174,2,7,3
18645,18645,1.0,59.3,66.0,3975,1,5,7
18646,18646,1.01,63.8,56.0,4327,2,4,7
18647,18647,0.52,62.0,58.0,1577,5,4,5
18648,18648,0.52,60.0,61.5,1680,3,5,5
18649,18649,0.52,62.0,54.0,1019,4,2,6
18650,18650,2.01,63.5,60.0,15038,3,4,6
18651,18651,0.41,60.1,60.0,755,5,6,6
18652,18652,0.5,62.9,57.0,1020,3,5,7
18653,18653,1.2,61.8,56.0,4102,3,1,7
18654,18654,0.91,63.3,56.0,4191,3,6,6
18655,18655,0.46,62.1,56.0,1654,4,4,1
18656,18656,1.25,62.2,57.0,8941,3,4,5
18657,18657,0.75,61.2,55.0,2966,4,5,6
18658,18658,1.2,62.8,60.0,6526,3,4,6
18659,18659,0.33,61.2,57.0,795,3,4,2
18660,18660,0.92,58.5,57.0,3400,5,5,6
18661,18661,1.04,61.7,58.0,8225,3,4,1
18662,18662,1.0,61.9,61.0,7204,5,5,3
18663,18663,1.0,62.6,56.0,4480,4,6,6
18664,18664,0.32,61.6,58.0,1170,5,6,1
18665,18665,0.41,62.2,56.0,1582,4,7,2
18666,18666,0.74,61.9,55.0,2997,4,2,5
18667,18667,1.01,60.8,60.0,6606,5,6,5
18668,18668,2.41,61.1,60.0,15320,5,1,4
18669,18669,0.7,62.8,56.3,2386,4,2,2
18670,18670,1.52,59.7,57.0,13903,4,4,4
18671,18671,1.04,62.2,57.0,4770,4,5,6
18672,18672,0.3,62.1,54.0,814,4,5,2
18673,18673,0.32,59.7,60.0,449,5,6,7
18674,18674,2.52,65.1,56.0,15776,1,1,7
18675,18675,1.71,65.1,60.0,8800,1,2,7
18676,18676,0.39,61.5,59.0,1053,5,2,2
18677,18677,0.92,59.2,60.0,2968,5,3,6
18678,18678,1.28,61.2,60.0,7098,5,3,5
18679,18679,0.73,61.9,55.0,3089,4,4,6
18680,18680,0.37,60.0,57.0,551,3,4,6
18681,18681,0.5,63.9,57.0,1387,3,3,5
18682,18682,0.65,62.4,54.0,2177,4,3,2
18683,18683,1.01,68.1,59.0,3054,1,2,7
18684,18684,0.31,62.4,56.0,732,4,7,6
18685,18685,1.22,60.3,59.0,6217,5,2,5
18686,18686,1.2,62.6,57.0,5451,3,7,7
18687,18687,0.43,60.5,57.0,1207,4,4,2
18688,18688,0.41,62.1,58.0,999,5,6,5
18689,18689,1.03,60.5,61.0,5410,5,7,6
18690,18690,0.82,62.3,56.0,2867,4,5,7
18691,18691,0.38,62.2,55.0,866,4,6,4
18692,18692,1.69,62.0,56.0,6757,4,3,8
18693,18693,0.39,58.1,60.0,1056,2,7,3
18694,18694,0.4,62.7,57.0,1238,4,3,1
18695,18695,0.3,62.5,58.0,473,3,3,5
18696,18696,0.35,60.4,60.0,767,5,6,5
18697,18697,0.32,62.3,57.0,499,4,1,6
18698,18698,1.14,61.5,55.0,5675,4,4,7
18699,18699,0.91,57.7,58.0,5394,2,4,6
18700,18700,1.19,62.3,58.0,7130,5,4,5
18701,18701,0.3,61.8,58.0,789,5,6,3
18702,18702,0.6,62.0,55.0,2822,4,5,3
18703,18703,1.0,55.8,60.0,5460,1,3,4
18704,18704,0.7,61.5,55.0,2200,3,3,6
18705,18705,0.41,63.1,57.0,904,3,6,6
18706,18706,1.51,62.2,58.0,11374,5,5,6
18707,18707,1.01,63.5,58.0,4632,3,5,6
18708,18708,0.41,60.8,57.0,791,4,7,6
18709,18709,0.34,61.4,55.0,530,4,7,8
18710,18710,0.78,61.0,55.0,3564,3,6,4
18711,18711,0.3,61.4,58.0,475,4,5,6
18712,18712,0.52,61.0,57.0,1774,4,7,5
18713,18713,0.51,60.5,63.0,1781,3,5,5
18714,18714,1.02,63.5,56.0,4703,3,3,6
18715,18715,1.04,61.1,57.0,7508,4,5,5
18716,18716,2.7,63.1,56.0,14341,3,3,7
18717,18717,0.4,62.1,58.0,1123,5,7,4
18718,18718,0.33,61.7,55.0,730,4,3,2
18719,18719,0.66,61.0,57.0,2131,4,3,4
18720,18720,0.42,60.8,59.0,984,5,4,4
18721,18721,0.57,61.5,55.0,1691,4,4,5
18722,18722,1.0,60.2,57.0,4861,4,7,6
18723,18723,2.03,62.7,57.0,16792,4,2,5
18724,18724,0.31,63.5,55.0,732,3,7,6
18725,18725,1.01,61.8,56.0,5132,4,6,6
18726,18726,0.7,62.8,57.0,2553,3,6,5
18727,18727,1.04,61.6,57.0,10709,4,7,4
18728,18728,0.31,63.0,57.0,698,4,6,6
18729,18729,0.55,62.3,56.0,1668,5,4,5
18730,18730,0.73,64.2,54.0,2912,2,6,5
18731,18731,0.26,62.5,56.0,373,2,5,4
18732,18732,0.59,64.9,57.0,1643,2,5,5
18733,18733,1.7,58.5,60.0,18398,5,5,4
18734,18734,1.02,62.6,57.0,11605,4,6,1
18735,18735,0.41,62.2,57.0,891,4,4,5
18736,18736,0.73,59.3,61.0,2326,3,5,6
18737,18737,0.58,61.5,55.0,1636,4,6,6
18738,18738,0.32,61.2,56.0,803,4,7,3
18739,18739,0.9,60.8,57.0,3770,3,3,6
18740,18740,1.35,64.5,58.0,5625,1,3,5
18741,18741,1.18,61.1,57.0,9260,4,4,2
18742,18742,0.32,61.2,59.0,720,5,4,5
18743,18743,0.42,61.0,56.0,914,4,2,6
18744,18744,0.9,62.6,56.0,3200,4,6,7
18745,18745,0.59,62.6,58.0,2538,5,7,3
18746,18746,0.31,62.0,54.0,571,4,2,2
18747,18747,0.92,63.5,58.0,3967,3,5,6
18748,18748,0.61,59.4,59.0,2461,4,3,1
18749,18749,0.3,61.2,59.0,776,5,4,4
18750,18750,0.51,63.2,61.0,1443,3,6,6
18751,18751,0.84,60.6,57.0,4365,5,7,4
18752,18752,1.25,62.3,57.0,6670,4,6,7
18753,18753,1.23,61.1,58.0,7577,5,3,4
18754,18754,0.32,61.9,59.0,720,5,6,6
18755,18755,0.31,61.5,56.0,907,4,3,2
18756,18756,0.3,59.5,56.0,741,4,7,3
18757,18757,0.92,63.4,57.0,4247,2,3,5
18758,18758,0.98,67.9,60.0,2777,1,3,7
18759,18759,1.01,63.1,62.0,4208,3,3,5
18760,18760,0.52,62.9,56.0,1290,4,6,7
18761,18761,1.81,56.2,62.0,8362,1,1,6
18762,18762,1.21,57.2,62.0,3144,2,6,8
18763,18763,0.42,62.2,56.0,1087,4,4,5
18764,18764,1.1,59.4,60.0,7022,5,4,5
18765,18765,0.71,60.4,63.0,2028,3,2,6
18766,18766,1.02,61.0,54.0,9043,3,5,3
18767,18767,0.8,62.6,57.0,3720,3,5,4
18768,18768,0.7,59.8,64.0,2079,2,6,6
18769,18769,0.7,62.8,55.0,2677,4,6,6
18770,18770,0.83,58.2,59.0,4521,3,7,4
18771,18771,1.08,59.6,60.0,5908,5,6,6
18772,18772,0.3,62.3,57.0,886,4,5,1
18773,18773,0.55,61.9,56.0,2022,4,4,3
18774,18774,2.02,62.7,54.2,12884,4,1,6
18775,18775,1.31,62.2,59.0,11108,3,4,3
18776,18776,0.5,61.2,60.0,1752,5,7,5
18777,18777,1.11,63.0,53.0,4744,5,2,5
18778,18778,0.52,61.1,58.0,2113,3,4,2
18779,18779,0.79,58.8,62.0,1924,5,1,6
18780,18780,0.41,62.4,60.0,683,5,7,7
18781,18781,0.31,63.1,57.0,544,2,6,6
18782,18782,1.35,62.7,57.0,6860,3,6,6
18783,18783,1.01,60.8,63.0,3512,2,4,7
18784,18784,0.33,60.9,59.0,550,5,5,6
18785,18785,0.92,62.6,57.0,5023,4,6,4
18786,18786,1.0,63.0,58.0,4125,3,2,6
18787,18787,0.53,60.4,59.0,1946,4,4,3
18788,18788,0.45,62.1,55.0,825,4,2,4
18789,18789,1.14,60.1,60.0,4788,5,2,6
18790,18790,0.7,61.4,57.0,2405,3,2,4
18791,18791,0.9,60.9,63.0,2704,3,2,7
18792,18792,0.38,60.2,58.0,871,3,5,4
18793,18793,0.4,63.1,61.0,720,2,7,6
18794,18794,1.04,61.4,55.0,4423,4,2,6
18795,18795,0.56,61.5,58.0,2011,5,7,5
18796,18796,1.01,60.6,61.0,6108,5,4,5
18797,18797,0.31,62.4,56.0,801,4,6,2
18798,18798,0.42,62.8,56.0,1547,3,7,2
18799,18799,0.9,64.0,59.0,4078,2,7,7
18800,18800,0.88,61.6,56.0,3557,4,3,6
18801,18801,0.31,62.2,54.0,562,4,4,5
18802,18802,1.0,65.2,56.0,3836,2,2,6
18803,18803,0.31,62.2,54.0,687,4,4,3
18804,18804,0.41,63.6,57.0,680,3,5,6
18805,18805,0.59,62.5,57.0,2155,3,4,3
18806,18806,0.9,63.8,58.0,3740,2,7,7
18807,18807,1.03,62.3,57.0,8133,4,5,4
18808,18808,0.82,64.9,58.0,2838,1,5,6
18809,18809,0.3,63.1,55.0,624,4,4,4
18810,18810,1.03,62.3,56.0,7392,4,5,5
18811,18811,0.53,62.7,54.0,1721,4,6,5
18812,18812,0.5,63.2,57.0,1316,2,6,6
18813,18813,0.41,61.0,57.0,1230,4,7,4
18814,18814,0.7,61.8,53.0,2499,4,3,6
18815,18815,2.01,61.0,57.0,11110,3,1,7
18816,18816,2.03,60.8,57.0,17864,4,3,6
18817,18817,0.7,61.3,57.0,1790,4,2,6
18818,18818,0.27,60.7,59.0,486,5,3,3
18819,18819,0.36,63.1,58.0,810,3,6,6
18820,18820,0.28,59.1,59.0,642,3,6,3
18821,18821,0.8,65.3,57.0,2662,2,4,6
18822,18822,0.35,61.5,57.0,1247,4,7,2
18823,18823,1.0,58.6,58.0,5292,5,5,6
18824,18824,0.52,61.3,57.0,1694,4,6,5
18825,18825,0.31,62.3,54.0,949,4,7,2
18826,18826,1.01,62.8,59.0,5599,5,6,6
18827,18827,0.32,62.4,57.0,972,4,7,5
18828,18828,0.9,62.7,59.0,3569,3,5,7
18829,18829,0.34,61.8,54.0,686,4,3,3
18830,18830,1.05,61.0,58.0,7879,5,5,4
18831,18831,0.32,61.7,55.0,867,4,5,2
18832,18832,0.59,63.5,55.0,1573,2,5,5
18833,18833,0.4,61.8,55.2,679,4,6,7
18834,18834,0.32,61.3,57.0,612,4,4,6
18835,18835,1.01,62.5,55.0,4497,4,5,7
18836,18836,0.52,62.0,53.0,1893,4,6,4
18837,18837,0.31,62.6,57.0,698,5,4,5
18838,18838,0.32,61.0,60.0,505,5,3,5
18839,18839,0.31,62.0,59.0,942,5,7,5
18840,18840,0.62,60.5,57.0,2868,4,4,1
18841,18841,0.41,63.3,56.0,683,2,3,6
18842,18842,0.7,59.7,63.0,2819,2,5,4
18843,18843,1.06,60.8,54.0,4602,4,3,6
18844,18844,0.9,62.5,58.0,4961,3,5,4
18845,18845,0.54,61.8,59.0,1649,5,5,4
18846,18846,0.54,62.1,56.0,1786,4,7,6
18847,18847,1.13,62.0,55.0,3797,4,6,8
18848,18848,0.3,61.0,59.0,945,5,5,3
18849,18849,1.02,62.2,57.0,10867,5,6,2
18850,18850,0.42,62.1,56.0,847,4,4,5
18851,18851,1.04,62.5,57.0,6589,4,4,5
18852,18852,0.51,62.5,57.0,1438,3,6,6
18853,18853,1.06,63.5,60.1,4517,2,1,5
18854,18854,2.03,61.6,58.0,15930,5,3,7
18855,18855,0.31,63.0,57.0,489,3,3,5
18856,18856,1.23,61.8,56.0,10572,4,4,2
18857,18857,0.4,62.3,53.7,870,4,2,2
18858,18858,0.9,61.0,56.0,5122,4,5,6
18859,18859,0.7,66.0,56.0,2121,1,5,6
18860,18860,0.38,61.4,56.0,920,4,6,4
18861,18861,1.09,61.3,58.0,5042,5,7,7
18862,18862,0.33,62.4,54.0,366,4,1,7
18863,18863,0.7,65.3,55.0,2075,1,5,7
18864,18864,1.01,62.9,60.0,5599,5,6,6
18865,18865,0.33,61.2,55.0,743,4,4,5
18866,18866,0.7,63.2,55.0,2509,3,7,6
18867,18867,0.3,59.5,56.0,950,4,7,3
18868,18868,0.71,59.2,56.0,3524,2,7,4
18869,18869,0.7,61.4,57.0,3034,4,4,4
18870,18870,0.31,60.2,61.0,755,4,4,2
18871,18871,0.73,62.2,56.0,4252,4,7,3
18872,18872,2.54,63.5,58.0,15394,3,2,7
18873,18873,0.32,60.4,57.0,917,3,6,2
18874,18874,1.37,62.2,59.0,5834,3,2,7
18875,18875,0.31,62.3,60.0,802,5,5,5
18876,18876,0.7,63.3,59.0,2905,3,4,3
18877,18877,1.27,61.4,59.0,5885,4,1,4
18878,18878,1.01,61.3,57.0,6968,4,6,5
18879,18879,0.32,59.4,58.0,828,5,5,5
18880,18880,0.64,62.2,58.0,2308,4,3,2
18881,18881,0.3,61.7,58.0,814,4,5,2
18882,18882,0.29,62.8,54.0,607,4,4,2
18883,18883,0.5,59.8,63.0,1645,2,4,4
18884,18884,0.56,62.1,57.0,1745,4,3,3
18885,18885,0.34,62.2,55.0,805,4,6,4
18886,18886,0.3,59.5,63.0,447,3,4,6
18887,18887,0.38,61.9,59.0,800,3,5,5
18888,18888,0.32,61.3,55.0,707,4,4,4
18889,18889,0.57,63.1,54.0,1218,2,3,6
18890,18890,1.01,62.2,57.0,4796,5,5,7
18891,18891,0.4,62.4,54.0,917,4,2,1
18892,18892,0.4,60.8,59.0,1088,5,5,3
18893,18893,0.4,61.9,61.0,1349,2,5,2
18894,18894,1.79,61.5,56.0,11643,4,3,7
18895,18895,0.35,61.5,59.0,491,5,6,7
18896,18896,0.33,61.7,56.0,946,4,4,1
18897,18897,0.5,63.0,60.0,1588,5,7,6
18898,18898,0.31,61.7,56.0,734,4,6,4
18899,18899,1.57,60.2,60.0,8001,5,5,7
18900,18900,0.67,62.5,59.0,2211,5,5,5
18901,18901,1.25,61.6,54.0,4900,4,3,7
18902,18902,0.78,63.0,60.0,1954,5,1,6
18903,18903,1.0,64.4,58.0,5906,2,4,4
18904,18904,1.23,59.3,59.0,10609,3,5,4
18905,18905,1.03,62.3,59.0,6153,3,5,5
18906,18906,0.51,63.4,57.0,1590,2,4,4
18907,18907,0.31,62.4,57.0,802,4,3,3
18908,18908,0.34,61.7,55.0,784,4,5,3
18909,18909,1.61,61.4,62.0,7745,5,3,7
18910,18910,1.16,62.1,59.0,3787,5,5,7
18911,18911,0.71,62.0,57.0,2368,4,3,6
18912,18912,0.7,59.2,58.0,2676,3,4,4
18913,18913,1.73,65.6,55.0,8703,2,1,6
18914,18914,0.57,61.6,57.0,1655,4,3,5
18915,18915,0.58,62.9,54.0,2192,4,6,4
18916,18916,0.9,62.7,59.0,3841,5,4,6
18917,18917,0.26,61.3,58.0,562,3,5,2
18918,18918,0.81,63.8,58.0,2972,3,6,6
18919,18919,0.53,61.2,57.0,1857,4,7,5
18920,18920,0.71,63.4,55.0,2841,3,7,4
18921,18921,0.84,63.6,57.0,3316,2,4,4
18922,18922,0.33,61.3,56.0,666,4,5,5
18923,18923,0.31,62.4,56.0,749,3,6,3
18924,18924,0.38,61.2,62.0,633,3,3,6
18925,18925,2.01,60.3,58.0,17826,5,2,5
18926,18926,0.71,63.0,58.0,2531,3,6,6
18927,18927,0.36,63.1,56.0,634,3,5,5
18928,18928,0.42,62.3,55.0,686,4,4,7
18929,18929,0.36,55.3,67.0,810,1,5,4
18930,18930,0.7,61.1,61.0,2443,2,2,4
18931,18931,0.7,61.8,59.0,2396,5,6,6
18932,18932,0.31,58.5,59.0,537,5,7,6
18933,18933,0.34,61.4,57.0,967,4,5,2
18934,18934,2.02,56.5,61.0,14080,1,3,7
18935,18935,2.07,58.9,61.0,13786,5,6,7
18936,18936,1.08,62.8,59.0,7079,5,5,5
18937,18937,1.5,62.0,53.0,11405,4,5,6
18938,18938,1.26,62.6,57.0,13671,4,5,1
18939,18939,1.34,61.7,55.0,7893,4,5,6
18940,18940,0.99,63.3,54.0,4052,2,5,7
18941,18941,1.0,63.3,58.0,6048,3,4,5
18942,18942,0.3,60.0,63.0,742,2,5,1
18943,18943,0.24,61.7,56.0,608,3,5,3
18944,18944,1.04,61.8,57.0,14494,4,7,1
18945,18945,1.21,62.7,54.0,8759,4,4,4
18946,18946,0.3,61.4,55.0,524,3,5,5
18947,18947,0.54,62.5,55.0,1763,4,2,1
18948,18948,1.0,65.5,62.0,2873,1,3,6
18949,18949,0.51,62.3,58.0,1656,5,4,4
18950,18950,2.0,60.8,59.0,18795,5,2,4
18951,18951,0.26,62.5,58.0,468,3,3,2
18952,18952,0.34,62.7,59.0,775,3,6,3
18953,18953,3.01,63.9,60.0,18242,2,2,7
18954,18954,1.5,63.4,60.0,10684,3,5,6
18955,18955,2.02,62.2,59.0,14574,5,3,6
18956,18956,0.4,59.6,63.0,816,2,4,5
18957,18957,1.2,63.3,58.0,7603,2,4,5
18958,18958,2.02,62.1,59.0,14330,5,1,5
18959,18959,0.83,62.4,54.0,2751,4,4,7
18960,18960,0.3,60.7,59.0,950,5,7,3
18961,18961,0.45,61.6,56.0,923,4,3,6
18962,18962,0.9,59.0,58.0,3910,3,4,5
18963,18963,1.02,61.8,59.0,8643,5,4,1
18964,18964,1.01,63.0,60.0,3421,5,1,7
18965,18965,0.31,62.1,58.0,625,5,4,4
18966,18966,0.42,60.8,59.0,921,5,4,4
18967,18967,0.41,62.0,55.0,1153,4,6,4
18968,18968,0.24,64.5,57.0,367,3,6,5
18969,18969,0.4,61.4,56.0,1056,5,6,3
18970,18970,0.34,61.0,58.0,753,4,7,5
18971,18971,1.7,62.8,55.0,10333,4,3,5
18972,18972,1.08,60.6,58.0,4906,3,4,6
18973,18973,1.06,61.0,58.0,4984,5,3,6
18974,18974,1.51,62.8,58.0,10225,3,3,5
18975,18975,0.31,62.1,59.0,1046,5,4,2
18976,18976,0.71,60.3,52.0,3760,3,6,3
18977,18977,0.91,62.5,56.0,4673,4,4,6
18978,18978,0.47,62.4,57.0,1865,4,3,1
18979,18979,0.31,61.8,59.0,789,5,6,2
18980,18980,2.01,60.8,61.0,12260,5,4,7
18981,18981,0.25,61.2,55.0,563,1,7,4
18982,18982,1.53,62.6,60.0,14699,5,4,4
18983,18983,0.81,58.8,57.0,2761,4,5,7
18984,18984,0.7,63.0,56.0,1827,5,1,6
18985,18985,1.27,58.9,61.0,5832,5,3,5
18986,18986,0.31,61.3,56.0,507,4,3,5
18987,18987,0.31,61.7,58.0,698,5,4,5
18988,18988,1.34,62.4,54.0,7659,4,3,6
18989,18989,1.0,59.0,59.0,4144,5,5,6
18990,18990,0.41,62.0,57.0,1153,5,6,4
18991,18991,0.3,62.6,53.0,665,4,4,3
18992,18992,0.54,61.5,55.0,2289,4,4,1
18993,18993,2.01,62.2,60.0,13387,5,6,7
18994,18994,1.75,61.5,59.0,10681,3,1,4
18995,18995,1.18,61.6,58.0,9137,5,4,3
18996,18996,1.01,61.6,58.0,5939,5,7,6
18997,18997,0.94,62.0,57.0,3634,3,7,7
18998,18998,0.72,62.3,59.0,2612,3,7,7
18999,18999,1.57,62.3,54.0,8363,4,1,5
19000,19000,0.28,64.6,58.0,612,2,6,1
19001,19001,1.37,61.3,56.0,7500,4,2,5
19002,19002,1.06,62.1,58.0,5142,5,5,6
19003,19003,0.42,60.1,61.0,1013,5,5,5
19004,19004,0.79,60.8,57.0,2453,4,4,7
19005,19005,1.75,63.3,59.0,8840,4,1,6
19006,19006,0.36,61.8,60.0,689,5,4,6
19007,19007,0.34,60.4,61.0,880,5,4,4
19008,19008,1.01,61.7,58.0,7240,5,5,5
19009,19009,1.0,62.2,54.0,8008,4,7,5
19010,19010,0.3,62.4,55.0,616,4,7,5
19011,19011,1.16,60.5,58.0,10850,4,5,3
19012,19012,0.33,61.2,54.0,448,4,3,7
19013,19013,0.31,61.7,58.0,698,5,2,3
19014,19014,1.0,61.3,60.0,2818,5,3,8
19015,19015,1.15,63.8,57.0,4437,2,5,7
19016,19016,1.0,63.5,54.0,4400,2,6,7
19017,19017,1.02,62.8,58.0,4189,4,2,7
19018,19018,0.51,63.0,57.0,1090,3,3,6
19019,19019,0.76,62.6,61.9,2015,2,1,4
19020,19020,0.37,62.3,59.0,811,3,6,5
19021,19021,1.01,61.9,56.0,4832,4,6,7
19022,19022,1.7,62.8,57.0,14266,4,3,4
19023,19023,1.0,62.5,55.0,4511,4,2,5
19024,19024,0.71,59.5,58.0,2918,3,5,5
19025,19025,0.42,60.6,57.0,1221,4,5,3
19026,19026,1.5,64.2,59.0,8736,4,2,6
19027,19027,0.78,62.7,56.0,2664,4,6,6
19028,19028,0.41,62.0,56.0,1187,4,6,3
19029,19029,0.71,61.4,57.0,3435,4,6,4
19030,19030,1.24,61.6,57.0,6958,4,3,6
19031,19031,1.01,62.0,59.0,6787,5,6,5
19032,19032,0.31,63.2,59.0,544,2,6,6
19033,19033,0.5,63.1,56.0,1013,3,2,4
19034,19034,0.72,62.7,55.0,2724,4,4,4
19035,19035,1.01,61.9,58.0,3054,5,2,7
19036,19036,0.72,62.3,55.0,1832,4,1,4
19037,19037,0.31,59.5,60.0,1046,5,4,2
19038,19038,0.5,63.0,59.0,1415,5,6,6
19039,19039,2.01,61.0,61.0,16778,5,2,5
19040,19040,1.75,60.9,59.0,12238,5,6,7
19041,19041,0.52,59.5,57.0,1815,4,6,5
19042,19042,0.9,63.5,58.0,3697,3,6,7
19043,19043,0.5,62.2,60.0,1197,3,4,6
19044,19044,1.38,61.0,56.0,5765,4,1,7
19045,19045,1.61,62.3,57.0,13047,3,6,6
19046,19046,0.31,63.2,55.0,435,2,2,5
19047,19047,1.22,61.3,60.0,4509,5,3,7
19048,19048,0.72,63.3,55.0,3570,2,7,4
19049,19049,1.51,63.0,62.0,9894,5,7,7
19050,19050,0.4,61.4,58.0,790,4,2,2
19051,19051,0.83,59.5,57.0,2386,4,5,7
19052,19052,1.3,62.0,58.0,11130,5,5,4
19053,19053,0.31,61.5,56.0,732,4,7,6
19054,19054,1.16,60.6,56.0,5519,4,1,1
19055,19055,1.55,61.9,55.0,11067,4,2,4
19056,19056,0.41,61.8,55.0,1079,4,6,4
19057,19057,1.51,62.7,60.0,8581,3,5,7
19058,19058,0.35,62.2,56.0,748,4,5,6
19059,19059,0.31,62.1,54.0,891,4,4,1
19060,19060,1.02,63.5,55.0,4487,3,3,6
19061,19061,0.91,61.6,58.0,4823,3,6,5
19062,19062,0.91,61.6,60.0,3887,3,3,5
19063,19063,0.3,61.3,57.0,776,4,3,3
19064,19064,1.51,61.8,57.0,9474,3,6,6
19065,19065,0.51,62.3,61.0,1574,5,7,6
19066,19066,0.31,61.9,56.0,988,4,4,1
19067,19067,0.4,62.0,56.0,1049,3,5,3
19068,19068,0.51,61.8,55.0,1787,4,7,5
19069,19069,0.34,61.5,57.0,765,4,4,5
19070,19070,0.55,62.6,57.0,1165,4,1,5
19071,19071,1.04,63.5,56.0,5381,3,6,6
19072,19072,0.33,61.9,59.0,1114,5,4,2
19073,19073,1.53,59.5,60.0,7677,3,1,4
19074,19074,1.38,62.2,54.0,11527,4,4,4
19075,19075,0.57,63.2,56.0,1902,3,5,3
19076,19076,0.31,63.7,56.0,786,2,3,2
19077,19077,0.57,61.6,60.0,1304,4,3,6
19078,19078,0.52,62.1,55.0,1191,4,5,7
19079,19079,1.01,63.5,61.0,4457,2,7,7
19080,19080,1.1,60.5,57.0,5347,4,3,5
19081,19081,0.57,60.4,58.0,1247,5,5,7
19082,19082,1.29,60.4,58.0,6321,5,2,5
19083,19083,0.37,62.2,58.0,874,5,7,6
19084,19084,1.27,62.4,56.0,5690,4,2,6
19085,19085,1.03,61.4,57.0,4586,5,5,7
19086,19086,1.1,61.1,58.0,5320,3,7,7
19087,19087,1.5,65.0,57.0,6838,1,3,6
19088,19088,1.28,61.7,55.0,8759,4,3,2
19089,19089,1.16,61.5,60.0,4742,4,2,6
19090,19090,0.72,62.4,55.0,2232,4,5,7
19091,19091,0.4,61.3,56.0,1263,4,7,3
19092,19092,1.15,62.2,56.0,5851,5,4,6
19093,19093,0.77,62.3,55.0,3011,4,7,7
19094,19094,0.57,58.8,57.3,1384,3,6,7
19095,19095,1.06,59.3,59.0,5664,3,3,6
19096,19096,0.32,61.5,55.0,702,4,6,5
19097,19097,0.29,61.2,58.0,504,3,5,4
19098,19098,1.22,62.2,59.0,8739,5,4,4
19099,19099,0.58,63.1,56.0,1641,3,6,6
19100,19100,1.09,60.9,55.0,5428,4,3,6
19101,19101,0.46,61.3,57.0,1081,3,6,5
19102,19102,0.5,62.2,54.0,2025,4,5,3
19103,19103,1.2,62.3,58.0,5211,2,2,6
19104,19104,1.37,59.4,60.0,12713,5,6,4
19105,19105,1.0,58.2,61.0,5330,2,6,6
19106,19106,1.29,62.1,59.0,5771,4,1,5
19107,19107,0.3,61.6,62.0,506,5,2,6
19108,19108,0.6,63.7,61.0,1367,2,5,6
19109,19109,0.37,60.9,57.0,552,4,3,6
19110,19110,0.52,61.1,58.0,1815,5,4,4
19111,19111,0.9,67.0,56.0,3074,1,2,3
19112,19112,0.4,61.6,59.0,881,3,7,5
19113,19113,0.73,61.1,57.0,2376,4,4,7
19114,19114,1.57,59.9,57.0,6629,5,1,5
19115,19115,0.71,63.7,56.0,1972,3,3,7
19116,19116,0.71,65.1,59.0,2352,1,7,6
19117,19117,0.32,61.7,55.0,702,4,6,5
19118,19118,0.25,62.1,57.0,595,4,5,4
19119,19119,0.53,61.0,59.0,1273,5,4,6
19120,19120,0.28,62.0,57.0,522,4,3,3
19121,19121,0.58,60.6,56.0,1809,4,6,5
19122,19122,2.07,62.0,55.0,16337,4,2,7
19123,19123,0.39,61.7,57.0,787,3,3,4
19124,19124,0.42,60.6,58.0,966,5,5,6
19125,19125,1.21,61.2,58.0,5866,3,2,4
19126,19126,0.51,62.7,58.0,1599,3,4,4
19127,19127,0.71,63.0,56.0,2088,3,5,6
19128,19128,0.7,62.2,56.0,2560,4,6,7
19129,19129,1.12,62.5,54.0,8394,4,4,4
19130,19130,0.9,62.8,64.0,3659,2,5,6
19131,19131,0.7,61.4,55.0,3360,4,7,5
19132,19132,1.0,61.1,57.0,10562,1,7,3
19133,19133,0.31,62.5,60.0,489,3,3,5
19134,19134,0.36,62.8,57.0,619,3,7,6
19135,19135,0.62,61.9,57.0,2508,4,7,4
19136,19136,0.76,63.3,55.0,2347,3,5,7
19137,19137,0.77,62.8,58.0,3829,3,4,3
19138,19138,1.4,62.5,58.0,8511,5,4,6
19139,19139,2.02,61.9,58.0,15231,4,1,4
19140,19140,0.57,60.6,59.0,2360,5,7,4
19141,19141,1.26,60.0,60.0,14095,3,5,1
19142,19142,1.53,62.4,59.0,10924,5,2,4
19143,19143,0.3,62.1,57.0,766,4,6,3
19144,19144,2.1,61.5,61.0,13462,4,1,5
19145,19145,1.5,62.6,57.0,9157,3,3,6
19146,19146,1.5,62.3,58.0,10618,5,4,6
19147,19147,1.0,62.3,58.0,6290,5,4,4
19148,19148,0.3,62.4,58.0,965,5,7,3
19149,19149,2.0,62.8,62.0,18069,2,5,6
19150,19150,0.45,63.0,56.0,947,3,2,2
19151,19151,0.5,62.7,57.0,1436,4,5,5
19152,19152,1.03,61.0,58.0,4038,5,2,6
19153,19153,2.06,60.0,60.0,16098,5,3,7
19154,19154,0.4,64.0,52.0,925,3,6,5
19155,19155,0.33,61.0,55.0,946,4,4,1
19156,19156,1.66,62.8,56.0,10134,3,3,6
19157,19157,1.57,62.8,57.0,7385,4,2,7
19158,19158,0.72,61.7,55.0,2340,4,5,7
